yearRegister,gender,majorityStatus,isForcedLabour,isSexualExploit,UN_COO_Region,UN_COE_Region,IP_Exploiter,IP_Gender,IP_ageBroad,IP_citizen_UNRegion,IP_Relation,IP_PayMoney,IP_RecruiterBroker,IP_TransactionProcess,IP_ControlAbuseKidnap
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FamilyIntimatePartner,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FamilyIntimatePartner,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FamilyIntimatePartner,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FamilyIntimatePartner,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FamilyIntimatePartner,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,39--47,Asia,FamilyIntimatePartner,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,,Female,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,1,Male,,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,1,Female,,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,1,Female,,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,1,Female,,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Asia,Asia,1,Female,,Asia,FriendAcquaintance,No,,1,
2021-2022,Female,Adult,1,,Europe,,,Female;Male,,,StrangerUnknownOther,No,1,1,1
2021-2022,Female,Adult,1,,Europe,,,Female;Male,,,StrangerUnknownOther,No,1,1,1
2021-2022,Female,Adult,1,,Europe,,,Female;Male,,,StrangerUnknownOther,No,1,1,1
2021-2022,Female,Adult,1,,Europe,Europe,,Male,,,FriendAcquaintance,No,1,1,1
2021-2022,Female,Adult,1,,Europe,Europe,,Male,,,FriendAcquaintance,No,1,1,1
2021-2022,Female,Adult,1,1,Africa,,,Male,,Africa,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,1,Africa,,,Male,,Africa,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,1,Africa,,,Male,,Africa,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,1,Africa,,,Male,,Africa,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,1,Africa,,,Male,,Africa,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,1,Africa,,,Male,,Africa,StrangerUnknownOther,No,1,1,
2021-2022,Female,Adult,1,1,Africa,,,Female;Male,,,FriendAcquaintance,No,1,1,
2021-2022,Female,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Female,Minor,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Female,Minor,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,,,1,1
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,Yes,,1,
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,,,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,FriendAcquaintance,No,1,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,FriendAcquaintance;StrangerUnknownOther,No,,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,FriendAcquaintance;StrangerUnknownOther,No,,1,1
2021-2022,Male,Adult,,,Europe,,1,Male,,Europe,FriendAcquaintance;StrangerUnknownOther,No,,1,1
2021-2022,Male,Adult,,,Europe,Europe,1,Male,,,FriendAcquaintance,No,1,1,1
2021-2022,Male,Adult,,,Europe,Europe,1,Male,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,,,1,Female;Male,,,StrangerUnknownOther,Yes,1,1,1
2021-2022,Male,Adult,1,,,Africa,1,Male,39--47,Africa,StrangerUnknownOther,Yes,,,1
2021-2022,Male,Adult,1,,,Asia,,Male,39--47,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,,Asia,,Male,39--47,Asia,FriendAcquaintance,Yes,1,1,
2021-2022,Male,Adult,1,,,Asia,,Male,30--38,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Africa,,,Male,39--47,,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,1,,Africa,,1,Male,,,StrangerUnknownOther,Yes,1,1,1
2021-2022,Male,Adult,1,,Africa,,1,Male,,,StrangerUnknownOther,Yes,1,1,1
2021-2022,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,StrangerUnknownOther,Yes,,1,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,StrangerUnknownOther,Yes,1,,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,FriendAcquaintance,Yes,1,,
2021-2022,Male,Adult,1,,Africa,Africa,,Male,39--47,Africa,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,,StrangerUnknownOther,No,1,1,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,,FriendAcquaintance,No,1,1,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,Africa,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,Africa,FriendAcquaintance,Yes,1,,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,Africa,FriendAcquaintance,No,1,,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,,Africa,FriendAcquaintance,No,1,,
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,39--47,Africa,StrangerUnknownOther,,,,1
2021-2022,Male,Adult,1,,Africa,Africa,1,Male,39--47,Africa,StrangerUnknownOther,Yes,,,
2021-2022,Male,Adult,1,,Asia,,,Male,39--47,Asia,FriendAcquaintance,No,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,No,1,,
2021-2022,Male,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Adult,1,,Europe,,,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,1,,Europe,,,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,1,,Europe,,,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,1,,Europe,,,Male,,Europe,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,1,,Europe,,,Female;Male,,,StrangerUnknownOther,No,1,1,1
2021-2022,Male,Adult,1,,Europe,,1,Female;Male,,,,Yes,1,1,1
2021-2022,Male,Adult,1,,Europe,Europe,,Male,,,FriendAcquaintance,No,1,1,1
2021-2022,Male,Adult,1,,Europe,Europe,,Male,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,,Male,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,,Male,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,,Male,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,1,,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,1,,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,1,,,Europe,FriendAcquaintance,No,1,,1
2021-2022,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2021-2022,Male,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Minor,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2021-2022,Male,Minor,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2021-2022,Male,Minor,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,No,,1,
,,Adult,,,Europe,Europe,1,Male,,Europe,FamilyIntimatePartner;StrangerUnknownOther,No,1,1,
,,Adult,1,,,Europe,1,Female;Male,,Europe,FriendAcquaintance,No;Yes,1,,
,,Adult,1,,Africa,Asia,,Male,39--47,,FriendAcquaintance;StrangerUnknownOther,No,1,1,
,,Adult,1,,Africa,Asia,,Female,39--47,,FriendAcquaintance;StrangerUnknownOther,Yes,1,1,
,,Adult,1,,Asia,,1,Female;Male,,Asia;Europe,FriendAcquaintance,No,1,,
,,Adult,1,,Asia,,1,Female;Male,,Asia;Europe,FriendAcquaintance,No,1,,
,,Adult,1,,Asia,Asia,1,Female;Male,,Asia,FriendAcquaintance,Yes,1,,
,,Adult,1,,Asia,Europe,1,Female;Male,,Europe,FriendAcquaintance,No,1,,
,,Adult,1,,Asia,Europe,1,Female;Male,,Europe,FriendAcquaintance,No,1,,
,,Adult,1,,Europe,Europe,,Female,,Europe,StrangerUnknownOther,No;Yes,1,,1
,,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No;Yes,,1,1
,,Adult,1,,Europe,Europe,1,Male,,,FriendAcquaintance;StrangerUnknownOther,No;Yes,1,,
,,Adult,1,,Europe,Europe,1,Male,,Europe,FriendAcquaintance;StrangerUnknownOther,Yes,1,,
